Id_seq;Rank_act;Id_ind;Place;Act;Move;Acc;Duration
938;4;287;;;B11;C4;5
938;5;287;A1;633|61|624|11|82|732|81|12|631|622|621|13;;;18
938;6;287;;;B221;C12;12
938;7;287;A3;81|621;;;35
938;8;287;;;B221;C12;7
938;9;287;A4;41;;;30
938;10;287;;;B221|B11;C12;4
938;11;287;A4;41;;;46
938;12;287;;;B221;C12;14
938;13;287;A1;633|61|624|11|82|732|81|12|631|622|621|13;;;628
939;1;287;A1;633|61|624|11|82|732|81|12|631|622|621|13;;;587
939;2;287;;;B221;C12;24
939;3;287;A7;61|622|621;;;125
939;4;287;;;B221;C12;8
939;5;287;A7;61|621;;;11
939;6;287;;;B221;C12;8
939;7;287;A61;12|631|622|621;;;310
939;8;287;;;B221;C12;33
939;9;287;A61;631|621;;;9
939;10;287;;;B221|B11;C12;14
939;11;287;A1;633|61|624|11|82|732|81|12|631|622|621|13;;;311
940;1;287;A1;633|61|624|11|82|732|81|12|631|622|621|13;;;528
940;2;287;;;B11|B13;C4;11
940;3;287;A2;732|622|2;;;20
940;4;287;;;;;881
941;1;286;;;;;529
941;2;286;A3;3|622;;;911
942;1;286;A3;3|622;;;516
942;2;286;;;B11;C22;22
942;3;286;A3;3|622;;;193
942;4;286;;;B11|B222;C22;15
942;5;286;A61;12|621|82;;;84
942;6;286;;;B221|B11;C22;8
942;7;286;A7;722;;;102
942;8;286;;;B11|B222;C22;7
942;9;286;A61;12|621|82;;;147
942;10;286;;;B11|B222;C22|C21;26
942;11;286;A1;;;;320
943;1;286;A1;;;;1440
944;1;286;A1;;;;1440
945;1;286;A1;;;;1440
946;1;286;A1;;;;1075
946;2;286;;;B11|B222;C22|C12;27
946;3;286;A61;621;;;21
946;4;286;;;B11|B222;C22;7
946;5;286;A1;;;;18
946;6;286;;;;;22
946;7;286;A1;;;;270
947;1;292;A1;633|624|11|82|732|81|12|631|622|13;;;611
947;2;292;;;B13;C4;7
947;3;292;A5;51;;;46
947;4;292;;;B13;C4;7
947;5;292;A1;633|732|12;;;167
947;6;292;;;B13;C21|C11|C12;6
947;7;292;;633;;;11
947;8;292;;;B13;C21|C11|C12;12
947;9;292;A7;633;;;29
947;10;292;;;B13;C21|C11|C12;6
947;11;292;;633;;;15
947;12;292;;;B13;C21|C11|C12;15
947;13;292;;633;;;25
947;14;292;;;B13;C21|C11|C12;12
947;15;292;;;;;13
947;16;292;;;B13;C21|C11|C12;12
947;17;292;;633;;;124
947;18;292;;;B13;C12;33
947;19;292;A1;633|12|622;;;36
947;20;292;;;B221;C12;14
947;21;292;A62;12|622;;;239
948;1;292;A62;12|622;;;5
948;2;292;;;B221;C12;13
948;3;292;A1;11|12|13;;;735
948;4;292;;;B221;C12;37
948;5;292;A62;12|622;;;560
948;6;292;;;B221;C12;44
948;7;292;A1;11|12|13;;;46
949;1;292;A1;11|12|13;;;508
949;2;292;;;B13;C4;7
949;3;292;A2;2;;;248
949;4;292;;;B13;C4;10
949;5;292;A1;12|631;;;49
949;6;292;;;B13;C4;9
949;7;292;A2;2;;;230
949;8;292;;;B13;C4;11
949;9;292;A1;12|631;;;40
949;10;292;;;B221;C4;4
949;11;292;A7;51;;;13
949;12;292;;;B221;C4;2
949;13;292;A5;51;;;37
949;14;292;;;B221;C4;4
949;15;292;A1;11|732|12|631|13;;;268
950;1;292;A1;11|732|12|631|13;;;521
950;2;292;;;B13;C4;9
950;3;292;A2;2;;;225
950;4;292;;;B13;C4;10
950;5;292;A1;12|631;;;49
950;6;292;;;B13;C4;10
950;7;292;A2;2;;;257
950;8;292;;;B13;C4;9
950;9;292;A3;631;;;9
950;10;292;;;B13;C12;11
950;11;292;A1;631;;;25
950;12;292;;;B13;C12;16
950;13;292;A7;12|621;;;161
950;14;292;;;B13;C12;16
950;15;292;A1;11|12|631|13;;;112
951;1;292;A1;11|12|631|13;;;519
951;2;292;;;B13;C4;24
951;3;292;A2;2;;;239
951;4;292;;;B13;C4;4
951;5;292;A4;41;;;13
951;6;292;;;B13;C4;2
951;7;292;A2;2;;;251
951;8;292;;;B13;C4;13
951;9;292;A7;633;;;74
951;10;292;;;B13;C4;12
951;11;292;;;;;288
951;12;292;A1;732|631|622;;;1
952;1;293;;;;;1139
952;2;293;A3;3|12|622;;;6
952;3;293;;;B13;C22;8
952;4;293;A1;624|11|82|732|731|81|12|721|621|13;;;287
953;1;293;A1;624|11|82|732|731|81|12|721|621|13;;;1109
953;2;293;;;B13;C22;1
953;3;293;A4;41;;;14
953;4;293;;;B13;C22;6
953;5;293;A1;624|11|82|732|731|81|12|721|621|13;;;310
954;1;293;A1;624|11|82|732|731|81|12|721|621|13;;;511
954;2;293;;;B13;C22;10
954;3;293;A3;3|12|622;;;209
954;4;293;;;B11;C22;42
954;5;293;A7;3|721;;;161
954;6;293;;;B221;C22;19
954;7;293;A7;722|711;;;118
954;8;293;;;B221;C22;18
954;9;293;;;;;9
954;10;293;;;B11;C22;1
954;11;293;A1;624|11|82|732|731|81|12|721|621|13;;;342
955;1;293;A1;624|11|82|732|731|81|12|721|621|13;;;524
955;2;293;;;B13;C22;7
955;3;293;A3;3|12|622;;;203
955;4;293;;;;;3
955;5;293;;;;;28
955;6;293;;;B11;C22;9
955;7;293;A7;3|721;;;69
955;8;293;;;B11;C4;10
955;9;293;A3;3|12|622;;;46
955;10;293;;;B11;C21|C11;10
955;11;293;A7;711;;;63
955;12;293;;;B11;C21|C11;10
955;13;293;A3;;;;8
955;14;293;;;B11|B34;C22;11
955;15;293;;;;;6
955;16;293;;;B222;C22;14
955;17;293;A5;51;;;74
955;18;293;;;B222;C22;21
955;19;293;A5;51;;;36
955;20;293;;;B13;C22;19
955;21;293;A1;624|11|82|732|731|81|12|721|621|13;;;269
956;1;293;A1;624|11|82|732|731|81|12|721|621|13;;;507
956;2;293;;;B13;C22;15
956;3;293;A3;3|12|622;;;25
956;4;293;;;B11;C21|C11;17
956;5;293;A7;722;;;534
956;6;293;;;B11;C22;16
956;7;293;A7;621;;;87
956;8;293;;;B11|B34|B222;C22|C21;30
956;9;293;A1;;;;209
957;1;293;A1;;;;837
957;2;293;;;B13;C21;6
957;3;293;A7;711;;;11
957;4;293;;;B13;C22|C21|C11;12
957;5;293;A7;711;;;29
957;6;293;;;B13;C22|C21|C11;6
957;7;293;A7;711;;;14
957;8;293;;;B13;C22|C21|C11|C12;16
957;9;293;A7;711;;;25
957;10;293;;;B13;C22|C21|C11;12
957;11;293;A7;711;;;13
957;12;293;;;B13;C22|C21|C11;12
957;13;293;A7;722|711;;;124
957;14;293;;;B13;C22;37
957;15;293;A1;;;;31
957;16;293;;;B222;C22;15
957;17;293;A62;12|622;;;240
958;1;293;A62;12|622;;;5
958;2;293;;;B222;C22;16
958;3;293;A1;;;;733
958;4;293;;;B222;C22;36
958;5;293;A62;12|622|621;;;560
958;6;293;;;B222;C22;46
958;7;293;A1;;;;44
959;1;293;A1;;;;823
959;2;293;;;B222;C22|C21;1
959;3;293;;;;;17
959;4;293;;;B11;C21;8
959;5;293;;;;;10
959;6;293;;;B31;C21;17
959;7;293;A3;;;;12
959;8;293;;;B31|B11;C21;38
959;9;293;A1;;;;514
960;1;293;A1;;;;828
960;2;293;;;B13;C22;8
960;3;293;A3;3|12|622;;;261
960;4;293;;;B13;C22;11
960;5;293;A1;;;;332
961;1;293;A1;;;;524
961;2;293;;;B13;C22;6
961;3;293;A3;3|12|622;;;200
961;4;293;;;B11;C22;11
961;5;293;A7;3|721;;;179
961;6;293;;;B11|B34;C22;13
961;7;293;;;;;6
961;8;293;;;B31|B11;C22;7
961;9;293;A7;722|711;;;121
961;10;293;;;B222;C22;11
961;11;293;;;;;6
961;12;293;;;B221;C22;2
961;13;293;;;;;10
961;14;293;;;B221;C22;5
961;15;293;A1;624|11|82|732|731|81|12|721|621|13;;;34
961;16;293;;;;;305
962;1;294;;;;;520
962;2;294;A3;722|3;;;552
962;3;294;;;B11;C22;27
962;4;294;A1;722|81;;;341
963;1;294;A1;722|81;;;509
963;2;294;;;B11;C22;7
963;3;294;A3;722|3;;;213
963;4;294;;;B222;C22;19
963;5;294;A61;722|731|81|82;;;86
963;6;294;;;B11;C22;4
963;7;294;A7;722;;;98
963;8;294;;;B11;C22;7
963;9;294;A61;722|731|81|82;;;497
964;1;294;A61;722|731|81|82;;;489
964;2;294;;;B222;C22;13
964;3;294;A3;722|3;;;569
964;4;294;;;B11;C22;3
964;5;294;A7;12;;;22
964;6;294;;;B11;C22;1
964;7;294;A4;42;;;10
964;8;294;;;B11;C22|C4;6
964;9;294;A4;12|42;;;52
964;10;294;;;B11;C22;4
964;11;294;A1;722|81;;;271
965;1;294;A1;722|81;;;550
965;2;294;;;B11;C21|C11;14
965;3;294;A7;722;;;114
965;4;294;;;B11;C22|C21|C11;13
965;5;294;A3;722|3;;;279
965;6;294;;;B222;C22;22
965;7;294;A61;722|731|81|82;;;448
966;1;294;A61;722|731|81|82;;;1440
967;1;294;A61;722|731|81|82;;;1440
968;1;294;A61;722|731|81|82;;;488
968;2;294;;;B222;C22;14
968;3;294;A3;722|3;;;31
968;4;294;;;;;907
969;1;295;;;;;1131
969;2;295;A1;;;;309
970;1;295;A1;;;;489
970;2;295;;;B11;C12;12
970;3;295;A2;2;;;103
970;4;295;;;B11;C4;11
970;5;295;A2;2;;;118
970;6;295;;;B11;C4;14
970;7;295;A2;2;;;312
970;8;295;;;;;5
970;9;295;A3;631;;;9
970;10;295;;;B11;C12;1
970;11;295;A1;624|11|732|81|12|631|13;;;366
971;1;295;A1;624|11|732|81|12|631|13;;;510
971;2;295;;;B11;C12;10
971;3;295;A2;2;;;159
971;4;295;;;;;23
971;5;295;A2;;;;421
971;6;295;;;B11;C4;4
971;7;295;A1;624|11|732|81|12|631|13;;;313
972;1;295;A1;624|11|732|81|12|631|13;;;463
972;2;295;;;B11;C12;4
972;3;295;A2;2;;;623
972;4;295;;;;;1
972;5;295;;;;;8
972;6;295;;;B11;C12;35
972;7;295;A7;12;;;27
972;8;295;;;B11;C12;8
972;9;295;A1;624|11|732|81|12|631|13;;;271
973;1;295;A1;624|11|732|81|12|631|13;;;462
973;2;295;;;B11;C12;3
973;3;295;A2;2;;;36
973;4;295;;;B222;C21;30
973;5;295;A2;12|2;;;554
973;6;295;;;B222;C21;34
973;7;295;A2;;;;5
973;8;295;;;B11;C4;4
973;9;295;A81;;;;205
973;10;295;;;B11;C4;9
973;11;295;A7;;;;2
973;12;295;;;B34;C4;8
973;13;295;A81;;;;35
973;14;295;;;B11;C4;11
973;15;295;A62;11|12|622;;;7
973;16;295;;;B11;C21;22
973;17;295;A62;11|12|622;;;13
974;1;295;A62;11|12|622;;;689
974;2;295;;;B34;C4;15
974;3;295;A62;;;;21
974;4;295;;;B34;C21;37
974;5;295;A4;;;;53
974;6;295;;;;;15
974;7;295;;;;;76
974;8;295;;;B34;C21;1
974;9;295;A7;;;;123
974;10;295;;;;;2
974;11;295;A7;721;;;66
974;12;295;;;;;5
974;13;295;A7;;;;337
975;1;295;A7;;;;1440
976;1;295;A7;;;;1440
977;1;295;A7;;;;537
977;2;295;;;;;903
978;1;297;;;;;1090
978;2;297;A81;;;;3
978;3;297;;;B221|B35;C12;7
978;4;297;A1;722|732|82;;;340
979;1;297;A1;722|732|82;;;443
979;2;297;;;B221;C22|C12;7
979;3;297;A81;;;;8
979;4;297;;;B11|B35;C22|C12;35
979;5;297;A2;2;;;576
979;6;297;;;B221|B11|B35;C22|C12;31
979;7;297;A4;41;;;6
979;8;297;;;B221;C22|C12;3
979;9;297;A1;722|732|82;;;331
980;1;297;A1;722|732|82;;;445
980;2;297;;;B221|B11;C12|C4;75
980;3;297;A4;622;;;92
980;4;297;;;B11;C4;1
980;5;297;A4;41;;;76
980;6;297;;;B221;C4;11
980;7;297;A2;2;;;9
980;8;297;;;B11;C4;2
980;9;297;A3;631;;;20
980;10;297;;;B221|B11;C4;8
980;11;297;A3;631;;;15
980;12;297;;;B221;C11|C12;20
980;13;297;A1;622;;;234
980;14;297;;;B11;C21|C11|C12;7
980;15;297;A4;41;;;10
980;16;297;;;B11;C21|C11|C12;5
980;17;297;A1;622;;;32
980;18;297;;;B221;C12;38
980;19;297;A81;;;;8
980;20;297;;;B221;C22|C12;8
980;21;297;A1;722|732|82;;;324
981;1;297;A1;722|732|82;;;467
981;2;297;;;B221;C22|C12;7
981;3;297;A81;;;;12
981;4;297;;;B35;C22|C12;20
981;5;297;A81;;;;8
981;6;297;;;B11;C12;5
981;7;297;A2;2;;;414
981;8;297;;;B11|B35;C12|C4;57
981;9;297;A1;722|732|82;;;102
981;10;297;;;B221;C4;7
981;11;297;A81;;;;7
981;12;297;;;B221;C22|C12;7
981;13;297;A4;41;;;3
981;14;297;;;B221;C22|C12;3
981;15;297;A1;722|732|82;;;321
982;1;297;A1;722|732|82;;;464
982;2;297;;;B221;C22|C12;8
982;3;297;A81;;;;14
982;4;297;;;B35;C22|C12;20
982;5;297;A81;;;;7
982;6;297;;;B11;C12|C4;7
982;7;297;A2;2;;;445
982;8;297;;;B11;C4;3
982;9;297;A3;631;;;5
982;10;297;;;B11;C12;9
982;11;297;A81;;;;23
982;12;297;;;B221|B35;C12;28
982;13;297;A4;41;;;8
982;14;297;;;B221;C12;2
982;15;297;A4;41;;;22
982;16;297;;;B221;C12;12
982;17;297;A1;622;;;363
983;1;297;A1;622;;;1216
983;2;297;;;B221;C22|C12;25
983;3;297;A1;711;;;199
984;1;297;A1;711;;;1440
985;1;297;A1;711;;;443
985;2;297;;;B221;C22|C12;6
985;3;297;A81;;;;10
985;4;297;;;B35;C22|C12;31
985;5;297;A3;631;;;950
986;1;297;A3;631;;;1057
986;2;297;;;;;383
987;1;313;;;;;1068
987;2;313;A81;;;;2
987;3;313;;;B222|B35;C22|C12;30
987;4;313;A1;11|81|12|13;;;340
988;1;313;A1;11|81|12|13;;;443
988;2;313;;;B222;C22|C12;7
988;3;313;A81;;;;8
988;4;313;;;B11|B35;C22|C12;31
988;5;313;A3;3|81|12|622;;;951
989;1;313;A3;3|81|12|622;;;445
989;2;313;;;B11|B222;C22|C12;58
989;3;313;A3;3|81|12|622;;;227
989;4;313;;;B222;C21|C11;33
989;5;313;A62;731|12|622;;;297
989;6;313;;;B222;C22;37
989;7;313;A81;;;;8
989;8;313;;;B222;C22|C12;7
989;9;313;A1;11|81|12|13;;;328
990;1;313;A1;11|81|12|13;;;467
990;2;313;;;B222;C22|C12;7
990;3;313;A81;;;;12
990;4;313;;;B35;C22|C12;20
990;5;313;A81;;;;8
990;6;313;;;B11;C22;6
990;7;313;A3;3|81|12|622;;;548
990;8;313;;;B221|B11|B35;C22|C12;44
990;9;313;A4;41;;;3
990;10;313;;;B222;C22;3
990;11;313;A1;11|81|12|13;;;322
991;1;313;A1;11|81|12|13;;;464
991;2;313;;;B222;C12;8
991;3;313;A81;;;;13
991;4;313;;;B35;C22|C12;21
991;5;313;A81;;;;6
991;6;313;;;B11;C22;7
991;7;313;A3;3|81|12|622;;;453
991;8;313;;;B11;C22;9
991;9;313;A81;;;;23
991;10;313;;;B222|B35;C22|C12;28
991;11;313;A4;41;;;8
991;12;313;;;B222;C22|C12;1
991;13;313;A4;41;;;23
991;14;313;;;B222;C22|C12;11
991;15;313;A1;11|81|12|13;;;365
992;1;313;A1;11|81|12|13;;;1216
992;2;313;;;;;25
992;3;313;A1;11|81|12|82|13;;;199
993;1;313;A1;11|81|12|82|13;;;1440
994;1;313;A1;11|81|12|82|13;;;443
994;2;313;;;B222;C22;6
994;3;313;A81;;;;10
994;4;313;;;B11|B35;C22;30
994;5;313;A3;3|81|12|622;;;46
994;6;313;;;;;905
995;1;302;;;;;537
995;2;302;A3;631;;;467
995;3;302;;;B11|B34;C12;17
995;4;302;A1;624|11|82|3|732|81|12|631|622|621|13;;;419
996;1;302;A1;624|11|82|3|732|81|12|631|622|621|13;;;744
996;2;302;;;B11|B34;C4;1
996;3;302;A3;631;;;6
996;4;302;;;B11|B34;C12;13
996;5;302;A1;624|11|82|3|732|81|12|631|622|621|13;;;149
996;6;302;;;B11;C12;2
996;7;302;A5;51;;;14
996;8;302;;;B11;C12;2
996;9;302;A7;631;;;34
996;10;302;;;B11;C12;7
996;11;302;A1;624|11|82|3|732|81|12|631|622|621|13;;;468
997;1;302;A1;624|11|82|3|732|81|12|631|622|621|13;;;941
997;2;302;;;B11;C4;1
997;3;302;A4;52;;;6
997;4;302;;;B11;C4;14
997;5;302;A3;631;;;28
997;6;302;;;B11|B34;C12;17
997;7;302;A1;624|11|82|3|732|81|12|631|622|621|13;;;433
998;1;302;A1;624|11|82|3|732|81|12|631|622|621|13;;;954
998;2;302;;;B11|B34;C4;6
998;3;302;A3;631;;;14
998;4;302;;;B11|B34;C12;16
998;5;302;A1;624|11|82|3|732|81|12|631|622|621|13;;;450
999;1;302;A1;624|11|82|3|732|81|12|631|622|621|13;;;648
999;2;302;;;B11;C22|C12;23
999;3;302;A4;41;;;19
999;4;302;;;B11;C22|C12;3
999;5;302;A1;624|11|82|3|732|81|12|631|622|621|13;;;747
1000;1;302;A1;624|11|82|3|732|81|12|631|622|621|13;;;656
1000;2;302;;;B11;C12;15
1000;3;302;A7;631;;;69
1000;4;302;;;B11;C22|C12;1
1000;5;302;A7;631;;;9
1000;6;302;;;B11;C22|C12;1
1000;7;302;A7;631;;;7
1000;8;302;;;B11;C22|C12;3
1000;9;302;;17;;;9
1000;10;302;;;B11;C22|C12;5
1000;11;302;A1;624|11|82|3|732|81|12|631|622|621|13;;;665
1001;1;302;A1;624|11|82|3|732|81|12|631|622|621|13;;;500
1001;2;302;;;B11;C12;11
1001;3;302;A3;631;;;25
1001;4;302;;;;;904
1002;1;299;;;;;533
1002;2;299;;;;;470
1002;3;299;;;B11;C4;17
1002;4;299;A1;81|721|622|621|82;;;420
1003;1;299;A1;81|721|622|621|82;;;500
1003;2;299;;;B11;C4;13
1003;3;299;A3;3;;;222
1003;4;299;;;B11;C4;10
1003;5;299;A1;;;;120
1003;6;299;;;B11;C22|C12;18
1003;7;299;A5;16;;;29
1003;8;299;;;B11;C22|C12;4
1003;9;299;A4;;;;12
1003;10;299;;;B11;C22|C12;2
1003;11;299;A7;711|621;;;34
1003;12;299;;;B11;C22|C12;6
1003;13;299;A4;;;;13
1003;14;299;;;B11;C22|C12;1
1003;15;299;A1;81|721|622|621|82;;;456
1004;1;299;A1;81|721|622|621|82;;;499
1004;2;299;;;B11;C4;18
1004;3;299;A3;3;;;464
1004;4;299;;;B11;C22;12
1004;5;299;A1;;;;447
1005;1;299;A1;;;;515
1005;2;299;;;;;4
1005;3;299;A3;3;;;31
1005;4;299;;;B11;C21|C11;14
1005;5;299;A7;722;;;113
1005;6;299;;;B11;C21|C11;13
1005;7;299;A3;3;;;750
1006;1;299;A3;3;;;1440
1007;1;299;A3;3;;;1440
1008;1;299;A3;3;;;536
1008;2;299;;;;;904
1009;1;305;;;;;1062
1009;2;305;A81;;;;2
1009;3;305;;;B31|B221|B11;C4;50
1009;4;305;A4;41;;;7
1009;5;305;;;B221;C4;7
1009;6;305;A1;11|12|13;;;312
1010;1;305;A1;11|12|13;;;489
1010;2;305;;;B11;C4;4
1010;3;305;A81;;;;10
1010;4;305;;;B31;C12;22
1010;5;305;A2;2;;;464
1010;6;305;;;B31|B11;C4;22
1010;7;305;A1;11|12|13;;;52
1010;8;305;;;B221;C12;9
1010;9;305;A7;631;;;122
1010;10;305;;;B221;C12;6
1010;11;305;A1;11|12|13;;;240
1011;1;305;A1;11|12|13;;;501
1011;2;305;;;B31|B11;C12;24
1011;3;305;A2;2;;;494
1011;4;305;;;B11;C12;16
1011;5;305;A7;631;;;93
1011;6;305;;;B11;C12;4
1011;7;305;A81;;;;14
1011;8;305;;;B31|B11;C12;15
1011;9;305;A1;11|12|13;;;279
1012;1;305;A1;11|12|13;;;503
1012;2;305;;;B31|B11;C12;23
1012;3;305;A2;2;;;198
1012;4;305;;;B11;C4;33
1012;5;305;A2;2;;;240
1012;6;305;;;B31|B11;C12;39
1012;7;305;A1;11|12|13;;;404
1013;1;305;A1;11|12|13;;;491
1013;2;305;;;B11;C12;1
1013;3;305;A81;;;;9
1013;4;305;;;B31;C12;24
1013;5;305;A2;2;;;243
1013;6;305;;;B31;C4;26
1013;7;305;A1;11|12|13;;;646
1014;1;305;A1;11|12|13;;;618
1014;2;305;;;B11;C4;1
1014;3;305;A4;41;;;20
1014;4;305;;;B11;C4;4
1014;5;305;A7;722;;;94
1014;6;305;;;B31|B11;C12;14
1014;7;305;A1;11|12|13;;;689
1015;1;305;A1;11|12|13;;;582
1015;2;305;;;B221;C22|C12;8
1015;3;305;A7;631;;;22
1015;4;305;;;B221;C22;5
1015;5;305;A4;41;;;4
1015;6;305;;;B221;C22;7
1015;7;305;A4;41;;;4
1015;8;305;;;B221;C22;5
1015;9;305;A1;11|12|13;;;272
1015;10;305;;;B31;C12;21
1015;11;305;A7;722;;;13
1015;12;305;;;B11|B34;C12;28
1015;13;305;A1;11|12|13;;;72
1015;14;305;;;B221;C12|C4;12
1015;15;305;A1;11|12|13;;;385
1016;1;305;A1;11|12|13;;;493
1016;2;305;;;B11;C12;2
1016;3;305;A81;;;;42
1016;4;305;;;;;903
1017;1;304;;;;;1061
1017;2;304;A3;;;;4
1017;3;304;;;B11;C4;24
1017;4;304;A1;11|3|12|13;;;351
1018;1;304;A1;11|3|12|13;;;490
1018;2;304;;;B11;C22;4
1018;3;304;A81;;;;10
1018;4;304;;;B31;C22;13
1018;5;304;A3;711|3|622;;;466
1018;6;304;;;B11;C4;6
1018;7;304;A7;711;;;80
1018;8;304;;;B11;C4;6
1018;9;304;A81;;;;11
1018;10;304;;;B31|B11;C4;17
1018;11;304;A1;3|732|731;;;337
1019;1;304;A1;3|732|731;;;489
1019;2;304;;;B11;C22;5
1019;3;304;A81;;;;7
1019;4;304;;;B31;C22|C11;18
1019;5;304;A3;;;;610
1019;6;304;;;B11;C4;3
1019;7;304;A81;;;;14
1019;8;304;;;B31;C22;15
1019;9;304;A1;3|732|731;;;279
1020;1;304;A1;3|732|731;;;493
1020;2;304;;;B11;C12;2
1020;3;304;A81;;;;8
1020;4;304;;;B31|B11;C22|C4;21
1020;5;304;A3;;;;455
1020;6;304;;;B31|B11;C22|C4;57
1020;7;304;A1;711|622;;;404
1021;1;304;A1;711|622;;;492
1021;2;304;;;B11;C22;2
1021;3;304;A81;;;;8
1021;4;304;;;B31|B11;C22;18
1021;5;304;A3;;;;447
1021;6;304;;;B31|B11;C22|C4;29
1021;7;304;A1;3|732|731;;;444
1022;1;304;A1;3|732|731;;;720
1022;2;304;;;B11;C22;1
1022;3;304;A81;;;;14
1022;4;304;;;B31|B11;C22;14
1022;5;304;A1;3|732|731;;;691
1023;1;304;A1;3|732|731;;;903
1023;2;304;;;B31|B11;C22;28
1023;3;304;;722|81;;;14
1023;4;304;;;B31|B11;C22;33
1023;5;304;A1;3|732|731|622;;;462
1024;1;304;A1;3|732|731|622;;;492
1024;2;304;;;B11;C22;2
1024;3;304;A81;;;;10
1024;4;304;;;B31|B11;C22|C11;17
1024;5;304;A3;;;;15
1024;6;304;;;;;904
1025;1;307;;;;;1138
1025;2;307;A3;631;;;2
1025;3;307;;;B221;C12;12
1025;4;307;A1;622;;;111
1025;5;307;;;B11;C4;3
1025;6;307;A7;622;;;108
1025;7;307;;;B11;C4;3
1025;8;307;A1;11;;;63
1026;1;307;A1;11;;;496
1026;2;307;;;B13;C12;10
1026;3;307;A3;631;;;22
1026;4;307;;;B221;C12;6
1026;5;307;A1;2;;;163
1026;6;307;;;B221;C4;9
1026;7;307;A4;41;;;6
1026;8;307;;;B221;C4;4
1026;9;307;A3;631;;;14
1026;10;307;;;B221;C12;8
1026;11;307;A82;631|51|2;;;9
1026;12;307;;;B11;C12;5
1026;13;307;A5;631|51|2;;;62
1026;14;307;;;B221|B11;C12;13
1026;15;307;A1;3|2;;;222
1026;16;307;;;B221;C4;8
1026;17;307;A3;;;;15
1026;18;307;;;B221;C12;7
1026;19;307;A1;11|81|12|631|13|2;;;361
1027;1;307;A1;11|81|12|631|13|2;;;499
1027;2;307;;;B13;C4;20
1027;3;307;A4;2;;;12
1027;4;307;;;B13;C4;3
1027;5;307;A2;2;;;115
1027;6;307;;;B13;C4;10
1027;7;307;A1;2;;;376
1027;8;307;;;B13;C4;6
1027;9;307;A3;;;;9
1027;10;307;;;B13;C12;4
1027;11;307;A4;41|2;;;20
1027;12;307;;;B13;C12;19
1027;13;307;A1;12|631|2;;;100
1027;14;307;;;B221;C4;111
1027;15;307;A61;11|12|621|13;;;136
1028;1;307;A61;11|12|621|13;;;462
1028;2;307;;;B221;C4;39
1028;3;307;A2;12|2;;;638
1028;4;307;;;B221;C4;29
1028;5;307;A4;41;;;8
1028;6;307;;;B221;C4;5
1028;7;307;A4;12;;;16
1028;8;307;;;B221;C4;114
1028;9;307;A1;11|81|12|631|13|2;;;129
1029;1;307;A1;11|81|12|631|13|2;;;494
1029;2;307;;;B13;C12;22
1029;3;307;A1;2;;;186
1029;4;307;;;B13;C4;8
1029;5;307;A1;;;;8
1029;6;307;;;B221;C4;7
1029;7;307;A3;;;;9
1029;8;307;;;B221|B11;C4;22
1029;9;307;A2;2;;;91
1029;10;307;;;B221;C4;21
1029;11;307;A1;2;;;259
1029;12;307;;;B13;C12;17
1029;13;307;A1;11|81|12|631|13|2;;;296
1030;1;307;A1;11|81|12|631|13|2;;;742
1030;2;307;;;B221;C22|C12;14
1030;3;307;A4;41;;;7
1030;4;307;;;B221;C22|C12;9
1030;5;307;A1;631;;;379
1030;6;307;;;B11;C22|C12;17
1030;7;307;A62;12|622;;;232
1030;8;307;;;B11;C22|C12;12
1030;9;307;A1;11|13;;;28
1031;1;307;A1;11|13;;;666
1031;2;307;;;B13;C4;9
1031;3;307;A1;11|81|12|631|13|2;;;52
1031;4;307;;;B221;C22|C12;71
1031;5;307;A7;711|12|621;;;146
1031;6;307;;;B11;C4;4
1031;7;307;A82;;;;10
1031;8;307;;;B11;C22|C12;43
1031;9;307;A4;41;;;29
1031;10;307;;;B11;C22|C12;23
1031;11;307;;631;;;13
1031;12;307;;;B221;C22|C12;65
1031;13;307;A1;11|12|82|13;;;309
1032;1;307;A1;11|12|82|13;;;1052
1032;2;307;;;B221;C12;8
1032;3;307;A3;631|622;;;11
1032;4;307;;;B221;C12;6
1032;5;307;A1;11|12|631|13|2;;;363
1033;1;307;A1;11|12|631|13|2;;;496
1033;2;307;;;B221;C4;15
1033;3;307;A3;;;;26
1033;4;307;;;;;903
1034;1;314;;;;;1138
1034;2;314;;;;;1
1034;3;314;;;B221;C22|C11;14
1034;4;314;A1;11|81|12|621|13;;;287
1035;1;314;A1;11|81|12|621|13;;;494
1035;2;314;;;;;12
1035;3;314;A3;3|12|622;;;224
1035;4;314;;;B221|B11;C22|C21;8
1035;5;314;A5;51;;;78
1035;6;314;;;B221;C22;12
1035;7;314;A1;11|81|12|621|13;;;6
1035;8;314;;;;;15
1035;9;314;A3;3|12|622;;;124
1035;10;314;;;;;62
1035;11;314;A3;3|12|622;;;405
1036;1;314;A3;3|12|622;;;505
1036;2;314;;;;;2
1036;3;314;A3;3|12|622;;;542
1036;4;314;;;B11;C22|C12;4
1036;5;314;A4;41;;;30
1036;6;314;;;B12;C22|C12;9
1036;7;314;A1;11|81|12|621|13;;;348
1037;1;314;A1;11|81|12|621|13;;;490
1037;2;314;;;;;9
1037;3;314;A3;3|12|622;;;400
1037;4;314;;;B11;C21|C11;11
1037;5;314;A7;711|3;;;63
1037;6;314;;;B11;C21|C11;10
1037;7;314;A3;3|12|622;;;157
1037;8;314;;;B12;C4;11
1037;9;314;A1;11|81|12|621|13;;;289
