Id_seq;Rank_act;Id_ind;Place;Act;Move;Acc;Duration
1;1;3;A1;11|12|631|13;;;1144
1;2;3;;;B221;C4;18
1;3;3;A1;11|12|13;;;278
2;1;3;A1;11|12|13;;;501
2;2;3;;;B31|B34;C4;41
2;3;3;A2;2;;;553
2;4;3;;;B221;C4;63
2;5;3;A1;11|12|13;;;282
3;1;3;A1;11|12|13;;;502
3;2;3;;;B31;C4;48
3;3;3;A2;2;;;487
3;4;3;;;B34;C4;11
3;5;3;;;;;19
3;6;3;;;B31;C4;17
3;7;3;A1;11|12|13;;;356
4;1;3;A1;11|12|13;;;502
4;2;3;;;B31;C4;42
4;3;3;A2;2;;;486
4;4;3;;;B34;C4;11
4;5;3;;;;;7
4;6;3;;;B31;C4;21
4;7;3;;;;;6
4;8;3;;;B11;C4;10
4;9;3;;41;;;51
4;10;3;;;B221|B222;C22|C12|C4;2
4;11;3;A5;16;;;18
4;12;3;;;B222;C22|C21;10
4;13;3;A1;11|12|13;;;274
5;1;3;A1;11|12|13;;;610
5;2;3;;;B221;C4;8
5;3;3;;41;;;41
5;4;3;;;B221;C4;4
5;5;3;A4;51;;;15
5;6;3;;;B221;C4;10
5;7;3;A4;41;;;6
5;8;3;;;B11;C4;1
5;9;3;A1;11|12|13;;;170
5;10;3;;;B221;C12;12
5;11;3;A4;41;;;17
5;12;3;;;B221;C12|C4;16
5;13;3;A7;631;;;36
5;14;3;;;B221;C4;1
5;15;3;;41;;;7
5;16;3;;;B221;C4;3
5;17;3;A4;42;;;59
5;18;3;;;B11;C4;1
5;19;3;A4;;;;5
5;20;3;;;B221;C4;3
5;21;3;A7;;;;73
5;22;3;;;B221;C12;16
5;23;3;A4;42;;;19
5;24;3;;;B221;C12;11
5;25;3;A1;11|12|13;;;296
6;1;3;A1;11|12|13;;;1440
7;1;3;A1;11|12|13;;;689
7;2;3;;;;;751
8;1;4;;;;;1031
8;2;4;A61;11|3|12|13;;;24
8;3;4;;;B222;C22;7
8;4;4;A7;711|622;;;95
8;5;4;;;B222;C22;5
8;6;4;A61;11|3|12|13;;;278
9;1;4;A61;11|3|12|13;;;530
9;2;4;;;B11;C11;9
9;3;4;A3;3|622;;;193
9;4;4;;;B11;C22;2
9;5;4;A4;41|621;;;16
9;6;4;;;B222;C22;7
9;7;4;A61;11|3|12|13;;;270
9;8;4;;;B222;C22;46
9;9;4;A5;51;;;20
9;10;4;;;B222;C22;96
9;11;4;A61;11|3|12|13;;;251
10;1;4;A61;11|3|12|13;;;499
10;2;4;;;B11;C11;12
10;3;4;A3;3|622;;;209
10;4;4;;;B11;C21|C11;4
10;5;4;A3;12|622;;;64
10;6;4;;;B11;C21|C11;3
10;7;4;A3;3|622;;;204
10;8;4;;;B11;C4;9
10;9;4;A61;11|3|12|13;;;436
11;1;4;A61;11|3|12|13;;;508
11;2;4;;;B11;C11;6
11;3;4;A3;3|622;;;199
11;4;4;;;B11;C21|C11;8
11;5;4;A3;12|622;;;66
11;6;4;;;B11;C21|C11;1
11;7;4;A3;3|622;;;92
11;8;4;;;B11;C11;1
11;9;4;A3;3|622;;;55
11;10;4;;;B11;C21|C11;2
11;11;4;A7;722|622;;;48
11;12;4;;;B11;C21|C11;1
11;13;4;A3;722|3;;;6
11;14;4;;;B11;C11;3
11;15;4;A7;722;;;17
11;16;4;;;B11;C4;11
11;17;4;A61;11|3|12|13;;;49
11;18;4;;;B222;C22;10
11;19;4;A4;41;;;52
11;20;4;;;B222;C22;2
11;21;4;A5;51;;;18
11;22;4;;;B222;C22;10
11;23;4;A61;11|3|12|13;;;275
12;1;4;A61;11|3|12|13;;;866
12;2;4;;;B222;C22;12
12;3;4;A4;42|622;;;18
12;4;4;;;B222;C22;17
12;5;4;A7;12|622;;;191
12;6;4;;;B222;C22;13
12;7;4;A4;42|621;;;20
12;8;4;;;B222;C22;11
12;9;4;A61;11|3|12|13;;;292
13;1;4;A61;11|3|12|13;;;1440
14;1;4;A61;11|3|12|13;;;506
14;2;4;;;B11;C11;11
14;3;4;A3;3|622;;;11
14;4;4;;;;;912
15;1;9;;;;;1087
15;2;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;41
15;3;9;;;B221;C22|C4;4
15;4;9;A4;41;;;13
15;5;9;;;B11;C4;1
15;6;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;294
16;1;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;435
16;2;9;;;B221;C4;114
16;3;9;A2;2;;;23
16;4;9;;;B221;C4;7
16;5;9;A2;2;;;13
16;6;9;;;B221;C4;4
16;7;9;A2;2;;;13
16;8;9;;;B221;C4;11
16;9;9;A2;2;;;17
16;10;9;;;B221;C4;12
16;11;9;A2;2;;;6
16;12;9;;;B221;C4;26
16;13;9;A2;2;;;14
16;14;9;;;B221;C4;86
16;15;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;91
16;16;9;;;B221;C22;34
16;17;9;;52;;;100
16;18;9;;;B221;C22;25
16;19;9;A4;42;;;115
16;20;9;;;B221;C22;12
16;21;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;282
17;1;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;449
17;2;9;;;B221;C4;61
17;3;9;A2;2;;;74
17;4;9;;;B221;C4;18
17;5;9;A2;2;;;10
17;6;9;;;B221;C4;10
17;7;9;A2;2;;;17
17;8;9;;;B221;C4;7
17;9;9;A2;2;;;36
17;10;9;;;B221;C4;28
17;11;9;A2;2;;;50
17;12;9;;;B221;C4;26
17;13;9;A2;2;;;8
17;14;9;;;B221;C4;27
17;15;9;A2;2;;;27
17;16;9;;;B221;C4;101
17;17;9;A3;631;;;17
17;18;9;;;B221;C22;1
17;19;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;104
17;20;9;;;B221;C4;1
17;21;9;A4;41;;;8
17;22;9;;;B221;C4;3
17;23;9;A4;41;;;11
17;24;9;;;B221;C4;7
17;25;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;339
18;1;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;477
18;2;9;;;B221;C4;57
18;3;9;A2;2;;;26
18;4;9;;;B221;C4;14
18;5;9;A2;2;;;72
18;6;9;;;B221;C4;21
18;7;9;A2;2;;;13
18;8;9;;;B221;C4;15
18;9;9;A2;2;;;18
18;10;9;;;B221;C4;20
18;11;9;A2;2;;;17
18;12;9;;;B221;C4;14
18;13;9;A2;2;;;16
18;14;9;;;B221;C4;57
18;15;9;A2;2;;;13
18;16;9;;;B221;C4;24
18;17;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;122
18;18;9;;;B221;C22|C4;11
18;19;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;433
19;1;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;766
19;2;9;;;B221;C22|C4;33
19;3;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;41
19;4;9;;;B221;C4;15
19;5;9;A2;2;;;32
19;6;9;;;B221;C4;20
19;7;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;44
19;8;9;;;B221;C4;11
19;9;9;A7;;;;7
19;10;9;;;B221;C4;11
19;11;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;460
20;1;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;634
20;2;9;;;B221;C22;23
20;3;9;A7;711;;;106
20;4;9;;;B221;C22;21
20;5;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;14
20;6;9;;;B221;C22|C4;38
20;7;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;34
20;8;9;;;B221;C22|C4;37
20;9;9;A1;711|624|11|82|732|81|12|631|621|82|13|2;;;164
20;10;9;;;;;369
21;1;7;;;;;1067
21;2;7;;;B222;C22;4
21;3;7;A3;;;;1
21;4;7;A1;11|3|732|81|12|621|51|82|13;;;368
22;1;7;A1;11|3|732|81|12|621|51|82|13;;;529
22;2;7;;;B222;C22;2
22;3;7;A3;722|3|622;;;197
22;4;7;;;B222;C22;5
22;5;7;A1;11|12;;;141
22;6;7;;;B222;C22|C12;38
22;7;7;;;;;90
22;8;7;;;B11;C22|C12;8
22;9;7;A82;;;;8
22;10;7;;;B222;C22|C12;15
22;11;7;A4;41|42;;;113
22;12;7;;;B222;C22|C12;20
22;13;7;A1;11|12;;;274
23;1;7;A1;11|12;;;512
23;2;7;;;B222;C22;2
23;3;7;A3;722|3|622;;;202
23;4;7;;;B222;C22;3
23;5;7;A1;11|12;;;76
23;6;7;;;B222;C22;2
23;7;7;A3;722|3|622;;;168
23;8;7;;;B222;C22;2
23;9;7;A1;11|12;;;473
24;1;7;A1;11|12;;;513
24;2;7;;;B222;C22;2
24;3;7;A3;722|3|622;;;134
24;4;7;;;B11;C21|C11;2
24;5;7;A7;711;;;62
24;6;7;;;B11|B222;C22|C21|C11;7
24;7;7;A1;11|12;;;79
24;8;7;;;B222;C22;2
24;9;7;A3;3|622;;;11
24;10;7;;;B11;C21|C11;15
24;11;7;A7;722;;;52
24;12;7;;;B11;C21|C11;28
24;13;7;A3;722|3|622;;;29
24;14;7;;;B11;C21|C11;2
24;15;7;A3;722|3|622;;;502
25;1;7;A3;722|3|622;;;827
25;2;7;;;B222;C22|C11;7
25;3;7;A7;711|622;;;175
25;4;7;;;B11;C21|C11;28
25;5;7;A7;711|622;;;2
25;6;7;;;B11;C11;29
25;7;7;A7;711|622;;;5
25;8;7;;;B222;C22|C11;10
25;9;7;A62;622;;;9
25;10;7;;;B222;C22;6
25;11;7;A1;11|12;;;342
26;1;7;A1;11|12;;;634
26;2;7;;;B222;C22|C12;25
26;3;7;A7;711|621;;;101
26;4;7;;;B222;C22|C12;23
26;5;7;A1;11|12;;;288
26;6;7;;;B222;C22|C12;42
26;7;7;A1;11|12;;;6
26;8;7;;;;;321
27;1;14;;;;;1021
27;2;14;A3;631;;;6
27;3;14;;;B221;C12;7
27;4;14;A1;732|81|12|631|82|2;;;406
28;1;14;A1;732|81|12|631|82|2;;;489
28;2;14;;;B221;C12|C4;17
28;3;14;A1;732|81|12|631|82|2;;;32
28;4;14;;;B221;C12|C4;10
28;5;14;A1;732|81|12|631|82|2;;;205
28;6;14;;;B221;C12|C4;10
28;7;14;A1;732|81|12|631|82|2;;;279
28;8;14;;;B221;C12|C4;23
28;9;14;A1;732|81|12|631|82|2;;;106
28;10;14;;;B221;C12|C4;24
28;11;14;A1;732|81|12|631|82|2;;;245
29;1;14;A1;732|81|12|631|82|2;;;487
29;2;14;;;B221;C12|C4;18
29;3;14;A1;732|81|12|631|82|2;;;454
29;4;14;;;B221;C4;4
29;5;14;A3;631;;;4
29;6;14;;;B221;C12;4
29;7;14;A1;732|81|12|631|82|2;;;32
29;8;14;;;B221;C4;7
29;9;14;A4;41;;;9
29;10;14;;;B221;C4;3
29;11;14;A3;631;;;13
29;12;14;;;B221;C12;7
29;13;14;A1;732|81|12|631|82|2;;;398
30;1;14;A1;732|81|12|631|82|2;;;487
30;2;14;;;B221;C12|C4;20
30;3;14;A1;732|81|12|631|82|2;;;243
30;4;14;;;B221;C4;14
30;5;14;A2;2;;;14
30;6;14;;;B221;C22;7
30;7;14;A63;12;;;59
30;8;14;;;B221;C22;4
30;9;14;A4;42;;;44
30;10;14;;;B221;C21;13
30;11;14;A4;42;;;19
30;12;14;;;B221;C22;21
30;13;14;A4;41;;;48
30;14;14;;;B221;C4;17
30;15;14;A1;732|81|12|631|82|2;;;82
30;16;14;;;B221;C12|C4;11
30;17;14;A1;732|81|12|631|82|2;;;110
30;18;14;;;B221;C12;12
30;19;14;A7;631;;;1
30;20;14;;;B221;C12;8
30;21;14;A1;732|81|12|631|82|2;;;206
31;1;14;A1;732|81|12|631|82|2;;;1049
31;2;14;;;B221;C4;9
31;3;14;A4;41;;;11
31;4;14;;;B221;C4;3
31;5;14;A1;732|81|12|631|82|2;;;368
32;1;14;A1;732|81|12|631|82|2;;;605
32;2;14;;;B222;C21;11
32;3;14;A7;711;;;109
32;4;14;;;B222;C21;11
32;5;14;A1;732|81|12|631|82|2;;;704
33;1;14;A1;732|81|12|631|82|2;;;489
33;2;14;;;B221;C12|C4;16
33;3;14;A1;732|81|12|631|82|2;;;422
33;4;14;;;B221;C4;7
33;5;14;A4;41;;;13
33;6;14;;;B221;C4;12
33;7;14;A1;732|81|12|631|82|2;;;30
33;8;14;;;B221;C12|C4;11
33;9;14;A1;732|81|12|631|82|2;;;45
33;10;14;;;B221;C12|C4;11
33;11;14;A1;732|81|12|631|82|2;;;69
33;12;14;;;B221;C12;5
33;13;14;A7;631;;;5
33;14;14;;;B221;C12;5
33;15;14;A1;732|81|12|631|82|2;;;4
33;16;14;;;;;296
34;1;12;;;;;1037
34;2;12;A1;82;;;403
35;1;12;A1;82;;;538
35;2;12;;;B222;C22|C12;7
35;3;12;A3;722|3|721|622;;;177
35;4;12;;;B221|B11;C22|C12|C4;14
35;5;12;A5;3;;;20
35;6;12;;;B221;C22|C12;6
35;7;12;A1;11|81|12|721|621|82|13;;;678
36;1;12;A1;11|81|12|721|621|82|13;;;507
36;2;12;;;B221|B11;C22|C12;13
36;3;12;A3;;;;203
36;4;12;;;B11;C21|C11;1
36;5;12;;12|622;;;57
36;6;12;;;B11;C21|C11;19
36;7;12;A3;722|3|721|622;;;166
36;8;12;;;B222;C22|C12;5
36;9;12;A1;11|81|12|721|621|82|13;;;469
37;1;12;A1;11|81|12|721|621|82|13;;;509
37;2;12;;;B222;C22|C12;6
37;3;12;A3;711;;;135
37;4;12;;;B11;C21|C11;2
37;5;12;A7;711|622;;;62
37;6;12;;;B11;C21|C11;3
37;7;12;A3;3|622;;;6
37;8;12;;;B11;C21|C11;27
37;9;12;;12|622;;;39
37;10;12;;;B11;C21|C11;1
37;11;12;A3;722|3|721|622;;;26
37;12;12;;;B11;C21|C11;9
37;13;12;;12|622;;;32
37;14;12;;;B11;C21|C11;49
37;15;12;A3;722|3|721|622;;;32
37;16;12;;;B11;C21|C11;2
37;17;12;A7;711;;;49
37;18;12;;;B11;C21|C11;1
37;19;12;A3;;;;7
37;20;12;;;B11;C22|C12;7
37;21;12;A1;11|81|12|721|621|82|13;;;436
38;1;12;A1;11|81|12|721|621|82|13;;;822
38;2;12;;;B222;C22;13
38;3;12;A7;711|622;;;241
38;4;12;;;B222;C22;15
38;5;12;A1;11|81|12|721|621|82|13;;;349
39;1;12;A1;11|81|12|721|621|82|13;;;1440
40;1;12;A1;11|81|12|721|621|82|13;;;512
40;2;12;;;B222;C22|C12;5
40;3;12;A3;722|3|721|622;;;16
40;4;12;;;;;907
41;1;11;;;;;1002
41;2;11;A3;711|3;;;14
41;3;11;;;B222;C12;18
41;4;11;A61;11|82|3|732|731|81|12|622|621|16|82|13;;;406
42;1;11;A61;11|82|3|732|731|81|12|622|621|16|82|13;;;537
42;2;11;;;B222;C12;5
42;3;11;A3;711|3;;;186
42;4;11;;;B222;C12;14
42;5;11;A61;11|82|3|732|731|81|12|622|621|16|82|13;;;698
43;1;11;A61;11|82|3|732|731|81|12|622|621|16|82|13;;;507
43;2;11;;;B222;C12;6
43;3;11;A3;711|3;;;927
44;1;11;A3;711|3;;;509
44;2;11;;;B11;C21|C11;5
44;3;11;A3;711|3;;;135
44;4;11;;;B11;C21|C11;2
44;5;11;A7;722|711|622;;;62
44;6;11;;;B11;C21|C11;8
44;7;11;A3;12|622;;;48
44;8;11;;;B11;C21|C11;19
44;9;11;A3;;;;31
44;10;11;;;B11;C21|C11;5
44;11;11;A7;722|81|622;;;56
44;12;11;;;B11;C21|C11;2
44;13;11;A3;711|3;;;54
44;14;11;;;B11;C21|C11;2
44;15;11;A7;622;;;46
44;16;11;;;B11;C21|C11;4
44;17;11;A3;;;;7
44;18;11;;;B222;C22|C12;7
44;19;11;A61;11|82|3|732|731|81|12|622|621|16|82|13;;;438
45;1;11;A61;11|82|3|732|731|81|12|622|621|16|82|13;;;1049
45;2;11;;;B222;C22;4
45;3;11;A4;41;;;16
45;4;11;;;B222;C22;3
45;5;11;A61;11|82|3|732|731|81|12|622|621|16|82|13;;;368
46;1;11;A61;11|82|3|732|731|81|12|622|621|16|82|13;;;1440
47;1;11;A61;11|82|3|732|731|81|12|622|621|16|82|13;;;529
47;2;11;;;;;911
48;1;315;;;;;1367
48;2;315;A1;624|82|732|81|721|622|621|82|2;;;73
49;1;315;A1;624|82|732|81|721|622|621|82|2;;;537
49;2;315;;;B221;C4;31
49;3;315;A2;2;;;250
49;4;315;;;B221|B11;C4;26
49;5;315;A63;12|622;;;86
49;6;315;;;B11;C21;6
49;7;315;A7;622;;;208
49;8;315;;;B221;C4;30
49;9;315;A61;12|621|82;;;141
49;10;315;;;B221;C12;19
49;11;315;A1;624|82|732|81|721|622|621|82|2;;;106
50;1;315;A1;624|82|732|81|721|622|621|82|2;;;514
50;2;315;;;B221;C4;24
50;3;315;A2;2;;;619
50;4;315;;;B221;C4;20
50;5;315;;631;;;60
50;6;315;;;B221;C12;4
50;7;315;A1;624|82|732|81|721|622|621|82|2;;;199
51;1;315;A1;624|82|732|81|721|622|621|82|2;;;516
51;2;315;;;B221;C4;35
51;3;315;A2;2;;;601
51;4;315;;;B221;C4;21
51;5;315;A1;624|82|732|81|721|622|621|82|2;;;267
52;1;315;A1;624|82|732|81|721|622|621|82|2;;;516
52;2;315;;;B221;C4;28
52;3;315;A2;2;;;642
52;4;315;;;B221;C4;22
52;5;315;A1;624|82|732|81|721|622|621|82|2;;;232
53;1;315;A1;624|82|732|81|721|622|621|82|2;;;542
53;2;315;;;B221;C4;22
53;3;315;A2;2;;;572
53;4;315;;;B221;C4;21
53;5;315;A1;624|82|732|81|721|622|621|82|2;;;283
54;1;315;A1;624|82|732|81|721|622|621|82|2;;;1440
55;1;315;A1;624|82|732|81|721|622|621|82|2;;;518
55;2;315;;;B221;C12;2
55;3;315;A3;631;;;9
55;4;315;;;;;911
56;1;316;;;;;1367
56;2;316;A1;;;;73
57;1;316;A1;;;;514
57;2;316;;;B222;C22;2
57;3;316;A3;;;;477
57;4;316;;;B222;C22;20
57;5;316;A61;3|12|621;;;303
57;6;316;;;B222;C22;19
57;7;316;A1;11|3|12|13;;;105
58;1;316;A1;11|3|12|13;;;514
58;2;316;;;B222;C22;1
58;3;316;A3;;;;206
58;4;316;;;B11;C4;17
58;5;316;;3|12|622;;;500
58;6;316;;;B222;C22;9
58;7;316;A1;11|3|12|13;;;193
59;1;316;A1;11|3|12|13;;;515
59;2;316;;;B222;C22;2
59;3;316;A3;3|622;;;537
59;4;316;;;B11;C4;5
59;5;316;A1;11|3|12|13;;;381
60;1;316;A1;11|3|12|13;;;516
60;2;316;;;B222;C22;2
60;3;316;A3;3|622;;;478
60;4;316;;;B11;C4;5
60;5;316;A1;11|3|12|13;;;439
61;1;316;A1;11|3|12|13;;;1440
62;1;316;A1;11|3|12|13;;;1440
63;1;316;A1;11|3|12|13;;;518
63;2;316;;;B222;C22;1
63;3;316;A3;3|622;;;8
63;4;316;;;;;913
64;1;16;;;;;1094
64;2;16;A3;631;;;1
64;3;16;;;B221;C4;2
64;4;16;A1;;;;7
64;5;16;;;B221;C12|C4;28
64;6;16;A1;81|721|631|621|82;;;88
64;7;16;;;B221;C4;7
64;8;16;A7;711;;;88
64;9;16;;;B221;C4;6
64;10;16;A1;81|721|631|621|82;;;119
65;1;16;A1;81|721|631|621|82;;;498
65;2;16;;;B221;C4;15
65;3;16;A2;2;;;210
65;4;16;;;B221;C4;12
65;5;16;A1;81|721|631|621|82;;;79
65;6;16;;;B221;C4;4
65;7;16;A7;;;;16
65;8;16;;;B221;C4;2
65;9;16;A1;81|721|631|621|82;;;604
66;1;16;A1;81|721|631|621|82;;;497
66;2;16;;;B221;C4;12
66;3;16;A2;2;;;521
66;4;16;;;B221;C4;9
66;5;16;A4;41;;;7
66;6;16;;;B221;C4;2
66;7;16;A1;81|721|631|621|82;;;154
66;8;16;;;;;8
66;9;16;A1;81|721|631|621|82;;;230
67;1;16;A1;81|721|631|621|82;;;506
67;2;16;;;B221;C4;15
67;3;16;A2;2;;;456
67;4;16;;;B221;C4;5
67;5;16;A4;41;;;4
67;6;16;;;B221;C4;7
67;7;16;A1;81|721|631|621|82;;;144
67;8;16;;;;;18
67;9;16;A1;81|721|631|621|82;;;285
68;1;16;A1;81|721|631|621|82;;;575
68;2;16;;;B221;C12;3
68;3;16;A7;631;;;6
68;4;16;;;B221;C4;7
68;5;16;A4;41;;;12
68;6;16;;;B221;C4;9
68;7;16;A1;81|721|631|621|82;;;9
68;8;16;;;B221;C4;4
68;9;16;A4;41;;;21
68;10;16;;;B221;C4;4
68;11;16;A1;81|721|631|621|82;;;8
68;12;16;;;B221;C22;17
68;13;16;A4;41;;;11
68;14;16;;;B221;C22;6
68;15;16;A1;81|721|631|621|82;;;28
68;16;16;;;;;8
68;17;16;A1;81|721|631|621|82;;;308
68;18;16;;;;;13
68;19;16;A1;81|721|631|621|82;;;148
68;20;16;;;B221;C4;3
68;21;16;A7;631|621;;;224
68;22;16;;;B221;C4;3
68;23;16;A1;81|721|631|621|82;;;13
69;1;16;A1;81|721|631|621|82;;;556
69;2;16;;;;;9
69;3;16;A1;81|721|631|621|82;;;52
69;4;16;;;B221;C22|C12;14
69;5;16;A4;631|621;;;87
69;6;16;;;B221;C22|C12;9
69;7;16;A1;81|721|631|621|82;;;245
69;8;16;;;B221;C22|C12;11
69;9;16;A7;722|621;;;44
69;10;16;;;B11;C22;5
69;11;16;;722|621;;;56
69;12;16;;;B221;C22|C12;12
69;13;16;A1;81|721|631|621|82;;;340
70;1;16;A1;81|721|631|621|82;;;510
70;2;16;;;B221;C12;2
70;3;16;A3;631;;;1
70;4;16;;;;;927
71;1;15;;;;;1117
71;2;15;;;B11;C22;3
71;3;15;A7;;;;1
71;4;15;A1;11|82|731|81|12|13;;;319
72;1;15;A1;11|82|731|81|12|13;;;498
72;2;15;;;B11;C4;2
72;3;15;A7;3|81;;;328
72;4;15;;;B222;C22;7
72;5;15;A7;711;;;108
72;6;15;;;B11;C11;7
72;7;15;A7;711|3|732|81|12;;;101
72;8;15;;;B222;C22;10
72;9;15;A1;11|82|731|81|12|13;;;379
73;1;15;A1;11|82|731|81|12|13;;;494
73;2;15;;;B222;C22;8
73;3;15;A7;3|81;;;589
73;4;15;;;B222;C22;3
73;5;15;A1;11|82|731|81|12|13;;;346
74;1;15;A1;11|82|731|81|12|13;;;506
74;2;15;;;B222;C22;2
74;3;15;A7;3|81;;;380
74;4;15;;;B11;C21|C11;10
74;5;15;A7;3;;;98
74;6;15;;;B11;C11;16
74;7;15;A1;11|82|731|81|12|13;;;428
75;1;15;A1;11|82|731|81|12|13;;;575
75;2;15;;;B222;C22;3
75;3;15;A7;711;;;17
75;4;15;;;B222;C22;8
75;5;15;A7;711;;;113
75;6;15;;;B222;C21|C11;12
75;7;15;A1;11|82|731|81|12|13;;;468
75;8;15;;;B222;C22|C12;3
75;9;15;A7;711;;;224
75;10;15;;;B222;C22|C12;3
75;11;15;A1;11|82|731|81|12|13;;;14
76;1;15;A1;11|82|731|81|12|13;;;617
76;2;15;;;B222;C22|C12;4
76;3;15;A7;622|621;;;139
76;4;15;;;B11;C4;17
76;5;15;A1;11|82|731|81|12|13;;;195
76;6;15;;;B222;C22|C12;11
76;7;15;A7;722;;;457
77;1;15;A7;722;;;607
77;2;15;;;;;833
78;1;27;;;;;1101
78;2;27;A62;12|622;;;181
78;3;27;;;B221;C12;3
78;4;27;A1;82|732|631|622|82;;;155
79;1;27;A1;82|732|631|622|82;;;524
79;2;27;;;B221;C12;6
79;3;27;A7;633|622;;;16
79;4;27;;;B221;C4;24
79;5;27;A2;2;;;129
79;6;27;;;B221;C4;37
79;7;27;A1;;;;7
79;8;27;;;B221;C12|C4;21
79;9;27;A63;12|622;;;98
79;10;27;;;B221;C11|C12|C4;28
79;11;27;A4;42;;;107
79;12;27;;;B221;C21|C11|C12;16
79;13;27;A4;631|42|622;;;71
79;14;27;;;B221;C12;16
79;15;27;A1;82|732|631|622|82;;;340
80;1;27;A1;82|732|631|622|82;;;519
80;2;27;;;B221;C12;7
80;3;27;A2;2;;;460
80;4;27;;;B221;C4;5
80;5;27;A3;631;;;7
80;6;27;;;B221;C12;4
80;7;27;A1;82|732|631|622|82;;;67
80;8;27;;;B221;C4;13
80;9;27;A4;41;;;12
80;10;27;;;B221;C4;6
80;11;27;A1;82|732|631|622|82;;;340
81;1;27;A1;82|732|631|622|82;;;514
81;2;27;;;B221;C12|C4;35
81;3;27;A2;2;;;147
81;4;27;;;B221;C4;25
81;5;27;A3;631;;;10
81;6;27;;;B221;C12;7
81;7;27;A4;12|631|621;;;65
81;8;27;;;B221;C12;7
81;9;27;A62;;;;16
81;10;27;;;B221;C4;26
81;11;27;A2;2;;;163
81;12;27;;;B221;C4;1
81;13;27;A2;2;;;6
81;14;27;;;B221;C4;22
81;15;27;A1;82|732|631|622|82;;;7
81;16;27;;;B221;C4;7
81;17;27;A7;;;;9
81;18;27;;;B221;C4;2
81;19;27;A2;2;;;80
81;20;27;;;B221;C4;3
81;21;27;A1;82|732|631|622|82;;;288
82;1;27;A1;82|732|631|622|82;;;646
82;2;27;;;B221;C4;6
82;3;27;A7;633|711|631|622|621;;;166
82;4;27;;;B221;C4;3
82;5;27;A1;82|732|631|622|82;;;125
82;6;27;;;B221;C12;4
82;7;27;A2;2;;;108
82;8;27;;;B221;C4;1
82;9;27;A7;633|622;;;86
82;10;27;;;B221;C4;5
82;11;27;A1;82|732|631|622|82;;;290
83;1;27;A1;82|732|631|622|82;;;500
83;2;27;;;B221;C22|C21;18
83;3;27;A7;633;;;323
83;4;27;;;B221;C21;5
83;5;27;A1;82|732|631|622|82;;;13
83;6;27;;;B221;C21|C4;1
83;7;27;A62;12|622|621;;;157
83;8;27;;;B221;C4;1
83;9;27;A1;82|732|631|622|82;;;422
84;1;27;A1;82|732|631|622|82;;;514
84;2;27;;;;;6
84;3;27;;;;;88
84;4;27;;;;;832
85;1;25;;;;;1088
85;2;25;A62;731|622;;;195
85;3;25;;;B222;C22|C12;3
85;4;25;A1;11|3|731|12|621|82|13;;;154
86;1;25;A1;11|3|731|12|621|82|13;;;524
86;2;25;;;B222;C22|C12;10
86;3;25;A3;3|622;;;194
86;4;25;;;B221;C22|C12;8
86;5;25;A61;;;;7
86;6;25;;;B222;C22|C11|C12;33
86;7;25;A4;42;;;81
86;8;25;;;B222;C22|C11|C12;12
86;9;25;;;;;3
86;10;25;;;B222;C22|C11|C12;17
86;11;25;A4;42;;;108
86;12;25;;;B222;C22|C11|C12;16
86;13;25;A4;42;;;71
86;14;25;;;B222;C22|C11|C12;16
86;15;25;A1;11|3|731|12|621|82|13;;;340
87;1;25;A1;11|3|731|12|621|82|13;;;729
87;2;25;;;B222;C22;2
87;3;25;A1;11|3|731|12|621|82|13;;;74
87;4;25;;;B222;C22|C12;3
87;5;25;A3;3|622;;;189
87;6;25;;;B222;C22|C12;4
87;7;25;A1;11|3|731|12|621|82|13;;;439
88;1;25;A1;11|3|731|12|621|82|13;;;514
88;2;25;;;B222;C22|C12;5
88;3;25;A3;3|622;;;211
88;4;25;;;B222;C22|C12;6
88;5;25;A4;12|621;;;66
88;6;25;;;B222;C22|C12;6
88;7;25;A62;731|622;;;13
88;8;25;;;B222;C22|C12;3
88;9;25;A3;3|622;;;68
88;10;25;;;B11;C21|C11;1
88;11;25;A7;81;;;22
88;12;25;;;B11;C21|C11;16
88;13;25;A3;3|622;;;41
88;14;25;;;B222;C22|C12;2
88;15;25;A61;3|621;;;109
88;16;25;;;B222;C22|C12;4
88;17;25;A62;11|622|82;;;353
89;1;25;A62;11|622|82;;;662
89;2;25;;;B222;C21|C11;3
